,User,Time,Location,Description
613,Waonline,2022-04-16 20:46:33+00:00,,
614,SIM Detroit,2011-06-16 00:04:55+00:00,Southeast Michigan,"The premier #network for IT leaders with 175+ regional members; including CIOs, senior IT leaders, prominent academicians, & consultants #learnandgrow #giveback"
615,Lars Arboleda,2009-05-09 02:21:19+00:00,Antipolo City Philippines,"B2B writer for SaaS and marketing brands like @blgsmth, @NapoleonCatcom, and more. Blogcrafter. Storyteller. Family man."
616,Curt Green,2009-03-31 20:29:43+00:00,"Dallas, TX","CEO & Co-Founder of SEO Dogs & Big D Creative. SMU, Cowboys and Mavs fanatic. Father of an awesome little kiddo."
617,leadxcelerator,2022-04-15 02:46:53+00:00,India,Consumer Behavoiur | Customer Experience | Brand Analytics & Intelligence | Social Media Intelligence | Competitive Intelligence | Trend Insights | Sales CRM
618,Bella Sobral,2015-06-03 11:58:30+00:00,,
619,Digvijay Singh Chouhan,2021-05-08 15:14:39+00:00,Ahmedabad ,
620,*•The Ginger 😺•*,2010-02-14 00:46:25+00:00,31. No idea ,"9+! S.A :D
/Maybe I'm an Alien, Earth is hard/*Ailurophile*AnimalLover* #NOH8 #LGBT 🏳️‍🌈♊"
621,Octavio Chavez,2021-11-25 06:39:54+00:00,,
622,straightwanderer,2012-01-12 19:53:39+00:00,,
623,Mar Da Silva,2020-12-23 18:06:21+00:00,,"Me gustan las ventas y el diseño de productos, disfruto de la planificación creativa de un ""algo"" en el que se persigue la solución a diferentes situaciones."
624,Pig&Rooster,2022-04-12 08:50:26+00:00,"North Carolina, USA",A bad ass digital agency that will be your lifeline in the turbulent waters of todays ever changing market. contactus@thepigandrooster.com or call 800-715-7958
625,Nick Fiorenza,2009-03-22 02:24:17+00:00,"Berlin, Germany",Bringing affordable and accessible therapies to patients @CrowdFundedCure 💊 MSc Molecular Medicine 🌐 DeSci x healthcare x pharmapunk
626,The Indigo Group,2018-04-27 05:34:07+00:00,United Kingdom,"Your Commercial CIS and Payroll Partner.

Proud Sponsors of The Indigo Group Premiership — @IndigoPrem — #IndigoPrem"
627,PowerPlus,2011-02-16 22:07:07+00:00,Worldwide,"We lead in:  Digitising the onboarding process, video inductions, Software management, Training courses, Contractor Control, Entry/exit systems. Have a demo!"
628,AppGarage LLC - Software House,2022-04-10 13:02:09+00:00,"Dubai, UAE","AppGarage, as all garages, is the space for the thinkerer, the maker, the innovator."
629,Dave Casey,2011-01-24 19:36:17+00:00,Dublin Ireland ,"Doctoral Candidate at TCD,Masters in Health Promotion, Wellness and Health Promotion Manager at DeCare."
630,Amy Hutson,2009-07-19 19:32:46+00:00,"Missouri, USA",
631,Frank Slator,2012-02-12 20:33:07+00:00,massapequa,
632,Abhilash Pillai,2009-11-27 14:04:12+00:00,"Chennai, Tamil Nadu",UX Researcher | Movie Buff | Newbie Father
633,Ragini Campion,2011-07-10 13:17:03+00:00,London,"startup fangirl & here for all things tech, diversity, politics and desi memes. 
views my own
she/her"
634,FranK,2019-12-01 08:33:48+00:00,,#TRUSSOUT
635,Baris Can Ustundag,2010-04-07 18:46:43+00:00,,Co-Founder @inovatink & @airqoon
636,Crove,2021-03-16 07:10:51+00:00,,Easily automate any repetitive documents without writing any code. #nocode #documentautomation
637,kelly pruitt,2022-03-23 16:22:05+00:00,,new here :)
638,Arshdeep Singh,2020-09-17 20:05:02+00:00,,Winner -🏆 @Amazon @AWS Data Exchange Challenge🏆 @RallyToUS + @VetsInTech Hackathon (USA) 🏆 @PEDAEC Energy Development and Energy Efficiency Competition
639,Huander Tironi,2009-12-11 02:20:33+00:00,Brazil,CTO | Engenheiro de Software | Consultor e Mentor de desenvolvimento
640,Niamh (she/her),2007-09-07 13:52:44+00:00,Remote US/CAN 📍East Coast,"Fractional UX Researcher, Designer & Product Strategist/ Advisor. Prev 💻 w @metalab @stripe @meta @hootsuite | 🌈🇨🇦🇮🇪 https://t.co/c2ZYLW6NF6"
641,Josh Groves,2010-10-05 19:58:37+00:00,Torbay,🇨🇦
642,Guide2Cloud,2022-03-20 11:32:33+00:00,,Discover how to run your #smallbusiness with the best cloud #software
643,Mykhailo Artiukhov 🇺🇦🌻🍉,2008-12-26 18:55:43+00:00,"Kyiv, Ukraine","Real Estate and Investments Professional. 
Pioneer and leader of PropTech in Ukraine."
644,Sebastian Waibel,2020-11-23 22:58:48+00:00,,
645,The Accountant,2014-09-08 18:52:12+00:00,"Toronto, Ontario",
646,Alexandre Delamuta 🇧🇷,2010-06-16 21:07:56+00:00,São Paulo - SP/Brasil,"Administrador, São Paulino, Borracheiro, Corredor e Viajante."
647,Selecto Bienes Raíces Acapulco.,2011-02-09 02:03:47+00:00,"Acapulco de Juárez, Guerrero","Servicios inmobiliarios para compradores, vendedores e inversionistas en Acapulco."
648,Jessica Turner,2022-02-24 05:59:48+00:00,,
649,Pascale Devisch,2013-05-01 15:16:59+00:00,Oostende,Interieurarchitect en creatieve nerd met een groen randje
650,Ayush Sachdeva,2009-08-02 12:33:39+00:00,"Tallinn, Estonia",Mostly share frontend stuff
651,服部 真@Mer Inc. | インサイドセールス責任者,2022-01-07 14:44:24+00:00,↓キーマン情報まで保有するABMツール「LeadPool」,Mer（メル） | インサイドセールスの価値を最大化するプラットフォームを運営 | Pipedrive国内唯一のマスターパートナー🚀 | SaaS | iPaaS | ABM | 趣味は散歩です | 情報交換大歓迎です！
652,Julianne Dieyi,2010-10-03 17:55:32+00:00,Lagos,"Child of God, UI/UX Designer, Content Marketer"
653,Daniel,2010-06-08 06:26:01+00:00,"Medellín, Colombia.",Hincha patológico del Glorioso DIM
654,Cam O'Neill,2013-01-13 23:50:25+00:00,"Vancouver, British Columbia",Aussie living in Canada
655,Matěj Kříž (mattez),2009-08-24 10:04:29+00:00,,
656,Syed Ali Nemath,2009-04-16 04:30:26+00:00,"Berlin, Germany","Entrepreneur, SEO and Content Specialists"
657,ابو شداد,2016-08-12 18:48:15+00:00,,
658,Anutosh Ghosh,2021-01-24 10:23:06+00:00,Aspiring full stack developer,Software Engineer @MSys_Tech previous @codeclouds Passionate about software development and learning end to end lifecycle of a product
659,Bruno GODINOT,2008-12-25 18:23:26+00:00,France,Groupe Revue Fiduciaire Directeur Commercial Grands Comptes bgodinot@grouperf.com 0147704021 #comptabilité #fiscal #juridique #social #paye #patrimoine
660,Matt W - Webster,2013-12-02 17:17:46+00:00,,Marketing Strategy | New Business | Creative ❤️: Oceans / Muay Thai / Sheff Utd #MakeWavesnotWaste https://t.co/fliWNKO1o5
661,Dianna Simpson,2022-02-01 01:47:19+00:00,Los Angeles,I'm a #DigitalMarketer with a focus on #CourseCreation and #MarketingAnalytics. I also have a passion for #LandingPages!
662,Stewie Garifo,2011-06-23 21:20:51+00:00,"Castelvetrano, Sicilia","Responsabile commerciale @ https://t.co/0ybRikagvJ // https://t.co/ItBlC2CPdS - 🤙 tecnologia mobile, social e marketing. ❤️ Caffè, @Moleskine e @laZanzaraR24."
663,JoJo Siwa,2020-05-12 13:52:40+00:00,Berlin,"Hypebeast; a poet, a comic, a regional sensation. Folks,  
put your hands together!"
664,ほた Customer Success,2021-05-07 06:17:47+00:00,,決済会社で法人向けの導入コンサルタント、技術サポート、営業オペレーションをやっています。
665,Gelson Tomiello,2016-03-17 18:35:45+00:00,"Palmitos, Brasil","Advogado, defensor intransigente da Constituição Federal, colorado, pai do Tom, da Maggie e do Zeca 🐈 (E da Nathy também!)"
666,Raul,2020-10-02 08:43:32+00:00,,
667,Zach Kirby,2017-01-03 02:03:27+00:00,"California, USA","co-founder @vesselapi (YC W22) - The Universal API for CRMs

prev: @productiv_inc, @facebook, @gustohq, @kp_fellows, @cal, @SCEGA"
668,AdventureConnection,2016-12-18 17:52:16+00:00,"Farnham, England","✏️ We connect amazing experiences with relevant markets⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀
✈️ Specialist Marketing Consultancy
 ⠀⠀
🐘 30 years experience in adventure travel
⠀⠀⠀⠀⠀⠀⠀"
669,Paul,2021-02-13 12:51:13+00:00,,Razzle Dazzle
670,//🦁,2016-02-10 13:52:54+00:00,"Norfolk, VA","I do things sometimes, college tech wannabe, nft degen"
671,Bruno Sousa ˢᵖᶠᶜ,2009-04-02 18:13:22+00:00,"Lisbon, Portugal",A vida me fez São Paulo e eu fiz do São Paulo a minha vida! ⚪️🔴⚫️🇧🇷🇵🇹
672,Keith Pound,2007-08-31 12:04:26+00:00,"Sutton Benger, England","Music, travel, photography & tech. Hoping to learn something from the last 50-odd years ......"
673,je suis Yaroslav,2022-02-06 16:52:00+00:00,"Tallinn, Estonia","I travel, therefore I am. IT marketer. Keep to the right. @solarlabs_team, ex-@checkasoteam. Tweets in english, español, eesti, на русском"
674,Rob Pasquesi,2009-01-02 19:28:52+00:00,"Chicago, IL",Husband. Co-founder of a beautiful daughter. Enjoy #startups and learning about venture investing. @PasquesiLLC. #marathoner.  alum: @BostonCollege & @Deloitte
675,Octavio Regalado,2009-08-08 14:26:20+00:00,"Monterrey, Mexico",Consultor y Conferencista de Redes Sociales y Marketing :. Consejero Digital :. Empresario :. Cofundador #MarketerosNocturnos :. Columnista
676, Fortunato David,2013-01-01 07:25:57+00:00,,"💵 Ayudo a mis clientes a superar la barrera de los $10.000 mensuales en ventas, mediante Growth Marketing & Tráfico Digital ¡Comencemos!👇"
677,Елена Топтуненко,2022-03-04 03:00:27+00:00,,
678,SalesAR,2021-07-19 08:55:45+00:00,"Kyiv, Ukraine Okhtyrsky Lane,3","Searching for warm leads to increase your sales? Look no further!
SalesAR is a B2B lead generation company. 
+1 (302) 966 98 70"
679,Ilke Yucel Öz 🐾🌳💕🤘🏻,2011-12-07 17:58:43+00:00,"Tallinn, Estonia",ios #developer @pipedrive  #drummer #kickboxer #gemini #curious 🤘🏻software woman 🤓
680,Jarno Toivonen,2016-10-24 09:52:37+00:00,,Intelligent Process Automation #RPA @Sisua_Digital | Adtech & Marketing automation #mediapumppu | #CRM @Onesaler
681,Alberto Rdgz,2010-02-18 00:32:37+00:00,27°59′17″N 86°55′31″E,Bio...
682,Carambolas👁‍🗨,2009-11-29 17:13:40+00:00,,serie de 7🌚
683,GestionGSA,2022-03-15 20:05:31+00:00,,Workflow Optimization independant worker on PipeDrive Platform
684,Chesky Schiller,2018-01-01 00:25:50+00:00,United States,Just another paper cut survivor
685,Mariana Cordero Alcalá,2009-06-04 18:19:40+00:00,Ciudad de Panamá,"👩‍💻 Pienso, digo, hago Marketing Digital"
686,Drew Verb,2020-06-05 20:18:34+00:00,,
687,Sean Sposato,2009-04-01 17:38:04+00:00,Florida,Theme Park News Reporter 🎢 | Videographer 📹 | Amateur Photographer 📸 |
688,Leslie Smith-Dirksen,2012-04-05 19:34:32+00:00,"Atlanta, Georgia",Account Executive @ Marqii
689,Leonardo Victor,2021-12-09 19:53:33+00:00,,
690,Илья,2014-11-05 14:05:22+00:00,Украина,Бегаю. Настраиваю CRM
691,A Rauf Wassi,2017-10-21 18:43:54+00:00,"اسلام آباد, پاکستان",CSS Aspirant (PAS) | Member of Volunteers Force Pakistan (VFP)| Member of CASE Arts Society | CASE Adventure Club | Mentor and Motivational speaker | Tutor
692,Napster,2018-02-10 09:35:07+00:00,"Amsterdam, Nederland",
693,Sean Boylan,2020-01-26 20:06:24+00:00,"Los Angeles, CA","tweeting on stuff i'm interested in: consumer health science, wellness, marketing, food, self-optimization, etc.
-
social & digital @veggiegrill brands"
694,LANE Digital Consulting,2022-01-17 10:47:17+00:00,Switzerland,Digital consultant👨‍💻  ClickUp Vetted Consultant 📑Digital transformation 💻 Digitalization
695,Piia Poldsaar,2020-12-05 10:37:40+00:00,Estonia,
696,Moved to @AlphaVentureDAO,2021-01-29 15:57:51+00:00,,
697,Trish,2015-05-09 21:51:42+00:00,"Sydney, New South Wales",
698,Jeff Brooks,2009-01-21 22:40:09+00:00,"Sioux Falls, SD",South Dakotan. Former Mitchell Kernel & University of South Dakota Coyote (dad of a Jackrabbit and a Knight...and loving it!).  #T1D Dad
699,Lauren Rhone,2009-02-19 18:27:29+00:00,Chicago,"2nd generation activist. Animal advocate. I care about politics, & I despise discrimination and fake people.  #Resist #Blackfish"
700,Melissa Gray,2021-12-13 14:11:01+00:00,,"Freelance writer, business psychologist & digital marketing enthusiast 🍀"
701,Geo,2021-02-23 12:50:59+00:00,,
702,SO 👥,2019-10-04 03:04:53+00:00,"Nairobi, Kenya",On a daily journey of all-round Growth | 🇳🇬 | Anime Lover | 🏀 | Men of Quality Don’t Fear Equality
703,Christopher Robin,2021-08-01 00:49:30+00:00,"Atlanta, GA",
704,Kateřina Procházková,2022-03-06 06:47:42+00:00,,
705,Webmecanik Pipeline,2018-10-17 12:50:17+00:00,"Annecy, France",Manage your #salespipeline easily and quickly with your #CRM tool 🚀
706,PedanticLuddite,2022-03-09 22:49:16+00:00,,䷠
707,Janice Pinilla,2009-01-22 12:59:24+00:00,Paraguay,"De Barcelona 🇪🇸, en 🇵🇾"
708,Alessio Fontana,2013-05-03 15:28:53+00:00,"London, England",
709,loremipsum 🇧🇷,2021-09-12 19:07:54+00:00,,Entusiasta de automobilismo e observador de política.
710,Filipa,2021-12-07 18:01:28+00:00,Porto,"Investor. Explorer. Polyglot. Book lover.
Working in Cibersecurity."
711,Sheila de Lucena,2017-04-30 02:03:29+00:00,"Av. Dr. Timóteo Penteado, 721 ","Qualidade e padrão de excelência FGV!!!
Receba informações sobre os nossos cursos.

MATRÍCULAS:
E-mail: sheiladelucena@conexao.com
WhatsApp: (11)99009-0928"
712,Wade Needham,2014-12-14 08:49:12+00:00,"Sydney, Australia","Making sense of safety, risk & ESG for leaders Strong views, loosely held."
713,Juan Rendón,2012-01-10 01:05:33+00:00,"Cali, Colombia",#MarketingDigital - #Ads - #Automation - Web 3 fan - @juanmarendonz en todo lado
714,#Bio.kmah@hotmail.com,2022-02-18 08:34:44+00:00,"New Egypt, NJ",#Biomedical
715,Miguel Enriquez,2012-06-30 14:37:30+00:00,Republic of the Philippines,Just do it ...
716,Nikita A Dubinkin,2009-07-05 19:15:33+00:00,"Russia, Moscow",One man...
717,AdConnector,2019-11-18 21:44:00+00:00,Berlin,#1 AdTech. Grow faster by AI driven ads! We help business owners run ads on autopilot.
718,Bbritt9,2019-02-02 17:26:11+00:00,,
719,Gökyar,2017-11-15 11:42:22+00:00,,
720,Саша Константинов,2010-04-14 00:39:33+00:00,Россия,Founder & CEO @ ONDOC
721,Djoni de Vos,2022-01-03 20:05:04+00:00,Amsterdam,Investor @keenvp | Human @earth | Not on Forbes 30 under 30 | PowerPointmonkey turned VC
722,Tweetsbyaesha,2010-01-04 07:37:58+00:00,,"Content Writer
Food l Books l IT Content
#talesbyaesha
ex corporate finance professional
Life between અમદાવાદ - વડોદરા
DM for collaboration"
723,Sv,2020-05-24 15:39:45+00:00,,#capitalism
724,Matt Brandon,2008-07-28 00:37:32+00:00,"Tempe, AZ",
725,Hardik Makadia,2010-04-23 19:47:19+00:00,"Ahmedabad, India","Co-Founder @wotnot_io

Interests on Design, Product, SaaS, Growth, Renewable Energy.
#chatbotislife"
726,Marko Bravo,2013-02-05 06:03:17+00:00,South Africa,
727,John Pinkston,2010-01-08 05:33:39+00:00,"Omaha, Nebraska",Financing the American Dream. Diehard husker fan!! Proud father of two daughters and a son. I can do anything thru Christ who strengthens me.
728,Mohamed Mustafa,2013-05-09 00:26:55+00:00,المملكة العربية السعودية,Developing Channel Partnerships across the Gulf Area aiming at boosting the educational service delivery
729,Manoj kumar,2012-07-26 13:22:43+00:00,"Chennai,Tamilnadu,India",
730,Flávio Sousa,2014-06-25 22:30:06+00:00,Portugal,
731,ADRIAN MH,2018-03-26 20:21:45+00:00,,
732,rky,2022-03-02 15:24:12+00:00,,bio
733,Jan Vítů,2017-11-25 20:23:25+00:00,,
734,estevan jantsk,2017-09-25 13:29:27+00:00,"Tallinn, Estonia",
735,Ryan Schick parodying Ryan Schick,2009-03-14 13:05:13+00:00,"Bexley, OH","Startup & Early-Stage business attorney. An alumn of Condé Nast, Sports Illustrated, and TIME. To the far right & left of the road lies the gutter. 🇺🇸 🇺🇦"
736,Crystal,2011-07-19 22:19:58+00:00,"Calgary, Alberta",VP @fullblastyyc #collisionconf #mediabuying #marketing #agencylife #yyc
737,HBSUK,2017-03-09 14:46:15+00:00,"England, United Kingdom",We help healthcare providers reduce waiting times by providing online outpatient services and on-site clinical capacity.
738,Will Butcher,2020-12-17 18:21:44+00:00,"Stanford, CA","MS / MBA Candidate in Environment & Resources @StanfordGSB 🌲 | Energy & Climate Investor ⚡️🔋🔌 | Rock Climber 🧗🏼‍♂️⛰ 

https://t.co/8c1evftodS"
739,Avi Hercenberg,2022-02-08 18:44:31+00:00,,No-Code software & automation solutions | VP of Partner Enablement at @helloSmartSuite
740,Rosa,2021-11-03 07:39:25+00:00,USA,"i put my Faith in God...
#Googoleeerrrr...."
741,Profitable Call Tracking,2022-02-27 03:02:38+00:00,"Ponte Vedra Beach, FL 32082","Profitable Call Tracking does just what our name says, and so much more, along with offering nationwide services throughout the United States."
742,Darren Wu,2013-05-04 16:56:21+00:00,"Petaling Jaya, Selangor",🥃
743,のうやん@Sales Ops,2020-04-18 22:40:02+00:00,,
744,Meta-API.io,2019-07-28 18:23:55+00:00,"Paris, France","We believe that APIs are the future of digital services. 
That's why we created Meta API, the easy and resilient API integration platform"
745,Olivier Milles,2016-01-05 17:13:20+00:00,France,ISIS facilite la dématérialisation des cabinets d'Avocats 🥑⚖️⏳💶 https://t.co/rSGyLEAqvr
746,Javier Tobio™️,2015-12-05 14:09:33+00:00,Earth,"🚀 I used to kill bugs at Microsoft, now i run a startup focused on making $BRK irrelevant w/ the world's best #ML 🤖

#digitalhealth 😍 #dataisKING HealthOS"
747,Tony Delgado ⚡️,2009-04-29 18:40:48+00:00,The Metaverse,☎️ TEXT me at +1-305-508-4050 ⚡️
748,Offers and Systems™,2021-11-08 19:06:44+00:00,,Grow faster with unbreakable offers.
749,🅵🆁🅲🆃★KeRocket,2017-05-28 04:31:16+00:00,日本 東京,スクラップします #チョコミン党 ☆推し★Ella Freya★嵐莉菜★小山璃奈★植田真梨恵★SHACHI★九重はる★えなこ★ぱんちゃん璃奈★宮崎あみさ★兎遊たお★ズズ★本田柚萱★山口真帆★倉島杏実/田辺美月/鈴木恋奈/大谷悠妃/髙畑結希/野村実代✖井上瑠夏.SKE☆
750,Chris Mush,2009-02-25 21:54:23+00:00,London,
751,Barry O Connor,2011-05-24 23:21:10+00:00,"Dublin City, Ireland",
752,Karim,2018-10-17 22:34:09+00:00,Nordrhein-Westfalen,Studying @FontysVenlo | @defichain @bitpanda
753,Delaney Brannigan,2009-04-16 03:58:04+00:00,SD/LA/BNA,"#music-#tech nerd. big 🧡 for #comedy, #tennis 🎾, sour candy, live ent. fmrly @wearehurdl, @billsilvamgmt, @livenation. @belmontu 🎓. @techstars music alum 17."
754,"EstherN, #SpeakersAgent & #Marketing Consultant",2008-09-26 10:56:14+00:00,Nottingham,"#Speakersagent for @SpeakerWorld & part of the marketing team doing #speakermarketing. #outsourcing expert. Nature lover, owner of 2 cute dogs"
755,Iiro Lehtinen,2012-09-26 19:49:47+00:00,,
756,patrick gru,2021-03-05 14:04:54+00:00,,my bio
757,Rory O'Mara - LENDER - ClosedBridgingFinance.com,2009-06-05 14:39:42+00:00,"Winchester, Hampshire UK","★I Help Investors Fund Property Projects.★Expertise in 100% Bridging, Development & Commercial Finance. ★Buy-to-Let Mortgages ★How Can I Help You Today? Call me"
758,Josep Antonio,2011-10-23 20:06:24+00:00,Ciutadà del món,"Aprenent, d'una de les etapes més apassionants de la història de #Catalunya, #España, #Europe, el món ... i el #Barça. Pau, civisme, democràcia i llibertat"
759,Bordin Chamras,2022-01-16 14:42:54+00:00,"Cham Pa Wai, Thailand","https://t.co/CMI5oL7xYH, #BTC, #NFTs
https://t.co/qIp66t7BF4
https://t.co/nFIFwa8mJa,"
760,Reading Order,2021-10-10 23:11:06+00:00,"Wales, United Kingdom","https://t.co/HG0TAqTtm8
orders team"
761,Andrew Viren,2020-08-12 11:24:44+00:00,,"Working at the intersection of performance, learning, and technology; impacting how and what people learn at work and beyond."
762,Maria Lofors,2014-12-25 10:10:48+00:00,,"Hi, I’m Maria! I'm a digital entrepreneur, accountant by trade and productivity nerd with a passion for online entrepreneurship. ✨"
763,Bassam Khaled Daraan,2022-01-15 18:57:07+00:00,sana'a dahban,"خبرة في الادارة والمحاسبة منذ 2011
رائد اعمال حرة
مدير شركة أبشر لخدمات الاتصالات ومتجر أبشر للهواتف"
764,Lou Zunin,2012-02-27 05:09:13+00:00,Greater New York City,Customer Success Mgmt. @IBM | #EnterpriseIntelligence | #Analytics | #AI/#ML | #DataStrategy | #DataGovernance | #Automation | #AIOps | #HybridCloud | #Advisor
765,Lucho.EAG 🐉,2016-11-06 06:20:37+00:00,"Tarapoto, Peru",Acta Non Verba
766,Quoter | We're Hiring,2011-03-09 23:44:59+00:00,☁️,"A modern quoting platform that helps IT service providers save time, eliminate mistakes, and get paid faster. For support, visit: https://t.co/qAPcs2sY7H"
767,Ale,2012-11-09 09:43:19+00:00,Sofia,#BusinessDevelopment #Fraudprevention | #angelinvestor | Passionate about #Payments #eCommerce #Fraudprevention #Technology #Languages #Music
768,Şenol Çolak,2012-05-28 11:15:07+00:00,"Berlin, Germany",CEO & Founder @kubedoio & @acikkaynakfikir
769,Savanah,2021-09-08 21:50:38+00:00,,
770,Ulgebra,2016-10-12 21:02:06+00:00,India,"Picturing Future. 

We develop Extensions & Integrations for Web Apps."
771,RetailTechReview,2012-02-24 11:29:48+00:00,"London, UK",http://t.co/JTqqmCu4 is a feature-rich website dedicated to the products and solutions needs of end users within the retail sector.
772,Retail POS Enjoyer,2022-02-16 17:50:23+00:00,,
773,Pablo Perea,2011-10-22 18:17:58+00:00,Valencia,Ventures Analyst at GoHub Ventures. Investing in deeptech B2B Saas startups @GoHubVentures #GoHubVentures #DeepTech pablo.perea@gohub.tech
774,KELI,2009-02-07 22:32:43+00:00,"Accra, Ghana","KAIZEN. ALL CAPS, NO CAP."
775,Pete Vandersluis,2012-02-11 17:03:47+00:00,"Grand Rapids, MI",Ignorance intolerant.  〽️Go Blue.
776,Anıl Güleroğlu,2017-03-01 09:55:00+00:00,"İstanbul, Türkiye",
777,Rashid Abdulla,2014-03-16 05:14:06+00:00,"Kozhikode, India","building ONDC Connect, helping d2c brands to come on ONDC 🇮🇳🛒"
778,Preved Medved,2011-07-08 03:44:10+00:00,,Мнения автора могут не совпадать с его точкой зрения.
779,Patrik Sosna,2018-02-18 15:06:15+00:00,,
780,Francisco Santander,2009-10-16 01:17:08+00:00,Puebla,
781,Unmesh Bandekar,2021-11-11 12:50:23+00:00,,
782,Ross & Ross Gifts,2011-07-26 17:54:01+00:00,Cotswolds,Handmade British food & gifts all intended to add delicous flavour to Britian's favourite foods | 3-star Great Taste Award-winner | Gift of the Year winner 2020
783,Florin Linux,2016-08-08 12:54:11+00:00,,
784,ProjectMark,2019-04-02 21:17:41+00:00,"San Francisco, California","We are committed to helping the AEC industry ""Win Work Smarter"" through our proposal software designed for the built world."
785,Kristinn Már,2007-10-25 09:29:07+00:00,Iceland,CTO at Expectus
786,Marek Velas,2016-02-24 00:32:55+00:00,Prague,🔸 https://t.co/ZnwL8761Xo 🔸 stepout fan🔸 development enthusiast🔸graffiti collector🔸@reactgirlspraha godfather.. #edupunkers #techtaboo #dev #edufactory #eduhacks
787,Richard 🤌,2010-09-17 21:01:13+00:00,"Newcastle Upon Tyne, England",Founder/CEO - @FormingEsntials 👨‍💻 Design & Webflow Development // F1 🏎 🏁// Dog Dad 🐶 // Drone Photography Novice 🌃 //
788,Jakub Simon,2010-04-24 07:06:33+00:00,,"Dev @ pipedrive
(orieenteering) runner"
789,Liv,2014-04-21 06:40:38+00:00,"Sydney, New South Wales",
790,Asier Hernández,2011-12-02 23:22:13+00:00,"Madrid, Comunidad de Madrid",
791,David Prado,2021-12-15 04:03:42+00:00,,
792,Philip Thompson,2009-04-30 16:20:33+00:00,"Barranquilla, Colombia",ESL/Middle School Teacher
793,Alia Leola,2017-12-26 11:07:02+00:00,,
794,Sophia Elisabeth Fritsche,2022-01-07 14:51:51+00:00,,
795,LMRE,2019-11-27 13:12:44+00:00,"London, United Kingdom",LMRE is the Global #PropTech #Recruitment and Search Consultancy
796,Manuel Rojas Salinas,2020-10-20 05:40:06+00:00,,nutrition
797,Aloware,2018-03-03 02:56:12+00:00,"Los Angeles, CA","Aloware is a cloud-based contact center solution built to triple sales performance with unlimited calling, business texting, and automation features."
798,Andreas J. 尹荌傑 🇹🇼,2019-09-17 22:18:04+00:00,Extraterrestrial Ocean 🌊🇹🇼,"Structural Bio
DemisJumperBaker"
799,Max Makarenko,2010-09-16 18:59:52+00:00,United States,"Tech entrepreneur, Founder & CEO @revenyze. Help to transform sales data into actionable insights🚀"
800,Dan Lundquist,2020-05-26 14:53:38+00:00,Vancouver B.C.,
801,Julius Göllner,2009-12-08 13:36:38+00:00,"Berlin, Deutschland",ARRtist Founder & Serial Entrepreneur Empowering the SaaS Ecosystem in DACH
802,Harold Ader,2021-12-13 14:45:29+00:00,Serbia,Harold Ader is a digital marketing specialist and freelance blogger from Manchester. New trends in digital marketing and digital commerce are his main focus. In
803,Kyaw Nyein Chan,2021-02-04 06:34:33+00:00,,
804,FindThatFox,2022-02-03 15:35:29+00:00,,Find That Fox is a Sales Training Company that will guarentee that your revenue will increase whilst creating a predictable and reliable forecast.
805,angie malpica,2009-07-09 01:11:52+00:00,"Madrid, Comunidad de Madrid","Publicista, Especialista en Marketing para Empresas, Máster en Marketing digital & Ecommerce y loca por los animales de cuatro patas.... 🐾💟"
806,أياد الأسعد,2021-11-02 21:42:57+00:00,,اايي
807,Akademie escolar,2010-09-10 13:48:58+00:00,"Berlin, Frankfurt, Darmstadt",Akademie escolar - Nr. 1 für Seminare und kundenspezifische Firmentrainings im Bereich Messe / Kongress / Event im deutschsprachigen Raum #MesseGenie
808,Ihar Suvorau,2014-01-22 14:06:27+00:00,Estonia,Software Engineer
809,Pahan Sarathchandra,2009-03-30 20:52:56+00:00,,https://t.co/4vwb8VoDQV| https://t.co/bADlhZfiHM | Siyalu web browser | Kichibichiya | Opinions expressed are solely my own and do not express the views or opinions of my employer.
810,Ercan Mutlu,2022-01-20 21:07:03+00:00,Istanbul,Webflow Developer #birlikteihracat #lowcode #webflow #figma
811,Álvaro Rodríguez,2013-06-11 20:54:09+00:00,,Co-Founder & CEO en Off-Real® @off_realbrand
812,shota,2009-07-12 14:10:37+00:00,東京,飲食店向けスタートアップで働いています/美味しいもの食べるのが好きです
813,Joanna Plucinska,2011-03-30 04:17:59+00:00,"Warsaw, Poland","🕵🏼‍♀️ @Reuters journo in PL, soon London. 🇵🇱🇨🇦. Formerly Brussels, Hong Kong, NYC, Kingston, Arras, Singapore, Ottawa, Maidenhead."
814,Katrin Kalmurand,2017-05-06 02:32:34+00:00,"Lima, Peru",
815,CyberMoney TV,2020-07-18 14:34:10+00:00,"New York, USA",Leverage cutting-edge technologies to make money online 🤖💰🤖💰
816,Ledircom,2015-09-01 20:13:37+00:00,,
817,Ardiana Sula,2020-08-30 23:11:54+00:00,"Fairfield, CT",Educator| Engineer| CEO at CLASS
818,Tom | Automaly,2021-11-28 16:17:40+00:00,,
819,Katri Lietsala,2009-04-26 07:51:13+00:00,"Tampere, Finland",Thinking doer. Building business. Friendly and easy to use sales and production tools for small and medium sized B2B companies.
820,Tekpon ®,2021-01-26 10:17:11+00:00,"Delaware, United States",Boost your business with the right software 🚀
